Date and Time,Time (s),Vertical Force A (N),Vertical Force B (N)
10/26/2019 10:50:15 am,0.0,345.44,313.98
10/26/2019 10:50:15 am,0.001,345.57,313.98
10/26/2019 10:50:15 am,0.002,345.76,313.71
10/26/2019 10:50:15 am,0.003,345.52,313.79
10/26/2019 10:50:15 am,0.004,345.6,313.74
10/26/2019 10:50:15 am,0.005,345.31,313.87
10/26/2019 10:50:15 am,0.006,345.33,313.9
10/26/2019 10:50:15 am,0.006999999999999999,345.31,314.01
10/26/2019 10:50:15 am,0.008,345.14,313.9
10/26/2019 10:50:15 am,0.009000000000000001,344.95,313.38
10/26/2019 10:50:15 am,0.01,345.06,313.9
10/26/2019 10:50:15 am,0.011000000000000001,344.71,313.96
10/26/2019 10:50:15 am,0.012,345.33,313.82
10/26/2019 10:50:15 am,0.013000000000000001,345.14,313.3
10/26/2019 10:50:15 am,0.013999999999999999,344.98,313.52
10/26/2019 10:50:15 am,0.015,344.79,313.66
10/26/2019 10:50:15 am,0.016,345.09,313.95
10/26/2019 10:50:15 am,0.017,344.85,313.41
10/26/2019 10:50:15 am,0.018000000000000002,345.12,313.54
10/26/2019 10:50:15 am,0.019,345.17,313.57
10/26/2019 10:50:15 am,0.02,344.63,313.41
10/26/2019 10:50:15 am,0.021,344.63,313.9
10/26/2019 10:50:15 am,0.022000000000000002,344.6,313.46
10/26/2019 10:50:15 am,0.023,344.77,313.35
10/26/2019 10:50:15 am,0.024,344.53,313.62
10/26/2019 10:50:15 am,0.025,344.42,313.27
10/26/2019 10:50:15 am,0.026000000000000002,344.66,313.41
10/26/2019 10:50:15 am,0.027000000000000003,344.6,313.16
10/26/2019 10:50:15 am,0.027999999999999997,344.06,313.11
10/26/2019 10:50:15 am,0.028999999999999998,344.15,312.97
10/26/2019 10:50:15 am,0.03,344.28,313.22
10/26/2019 10:50:15 am,0.031,344.6,313.05
10/26/2019 10:50:15 am,0.032,344.79,313.11
10/26/2019 10:50:15 am,0.033,344.58,313.33
