Date and Time,Time (s),Vertical Force A (N),Vertical Force B (N)
10/26/2019 10:39:51 am,0.0,358.15,372.03
10/26/2019 10:39:51 am,0.001,357.53,371.97
10/26/2019 10:39:51 am,0.002,357.42,372.08
10/26/2019 10:39:51 am,0.003,357.56,371.79
10/26/2019 10:39:51 am,0.004,357.53,372.14
10/26/2019 10:39:51 am,0.005,357.64,372.03
10/26/2019 10:39:51 am,0.006,357.34,372.17
10/26/2019 10:39:51 am,0.006999999999999999,357.66,372.05
10/26/2019 10:39:51 am,0.008,357.94,372.46
10/26/2019 10:39:51 am,0.009000000000000001,357.26,372.87
10/26/2019 10:39:51 am,0.01,357.39,372.14
10/26/2019 10:39:51 am,0.011000000000000001,357.53,371.92
10/26/2019 10:39:51 am,0.012,357.99,372.78
10/26/2019 10:39:51 am,0.013000000000000001,358.02,372.0
10/26/2019 10:39:51 am,0.013999999999999999,357.64,372.62
10/26/2019 10:39:51 am,0.015,357.29,372.54
10/26/2019 10:39:51 am,0.016,357.72,372.56
10/26/2019 10:39:51 am,0.017,357.8,372.4
10/26/2019 10:39:51 am,0.018000000000000002,357.85,372.38
10/26/2019 10:39:51 am,0.019,357.88,372.73
10/26/2019 10:39:51 am,0.02,357.85,372.48
10/26/2019 10:39:51 am,0.021,358.39,372.7
10/26/2019 10:39:51 am,0.022000000000000002,357.5,373.11
10/26/2019 10:39:51 am,0.023,357.47,373.12
10/26/2019 10:39:51 am,0.024,357.69,373.11
10/26/2019 10:39:51 am,0.025,358.29,373.17
10/26/2019 10:39:51 am,0.026000000000000002,358.1,372.9
10/26/2019 10:39:51 am,0.027000000000000003,357.39,372.76
10/26/2019 10:39:51 am,0.027999999999999997,357.83,372.89
10/26/2019 10:39:51 am,0.028999999999999998,358.29,372.84
10/26/2019 10:39:51 am,0.03,357.93,372.94
10/26/2019 10:39:51 am,0.031,358.01,372.84
10/26/2019 10:39:51 am,0.032,357.77,373.52
10/26/2019 10:39:51 am,0.033,358.07,372.68
10/26/2019 10:39:51 am,0.034,357.93,372.87
10/26/2019 10:39:51 am,0.035,358.48,372.94
10/26/2019 10:39:51 am,0.036000000000000004,357.88,372.94
10/26/2019 10:39:51 am,0.037000000000000005,357.99,372.57
10/26/2019 10:39:51 am,0.038,357.96,372.78
10/26/2019 10:39:51 am,0.039,357.66,372.87
10/26/2019 10:39:51 am,0.04,357.99,373.0
10/26/2019 10:39:51 am,0.040999999999999995,357.96,372.38
10/26/2019 10:39:51 am,0.042,357.61,372.71
10/26/2019 10:39:51 am,0.043,357.56,372.64
10/26/2019 10:39:51 am,0.044000000000000004,357.42,372.3
10/26/2019 10:39:51 am,0.045,357.77,372.29
10/26/2019 10:39:51 am,0.046,357.2,372.43
10/26/2019 10:39:51 am,0.047,357.34,372.81
