Date and Time,Time (s),Vertical Force A (N),Vertical Force B (N)
10/26/2019 10:17:20 am,0.0,304.8,285.01
10/26/2019 10:17:20 am,0.001,305.07,285.11
10/26/2019 10:17:20 am,0.002,305.12,284.63
10/26/2019 10:17:20 am,0.003,305.21,285.17
10/26/2019 10:17:20 am,0.004,304.99,284.65
10/26/2019 10:17:20 am,0.005,304.99,284.55
10/26/2019 10:17:20 am,0.006,305.12,285.25
10/26/2019 10:17:20 am,0.006999999999999999,305.26,284.44
10/26/2019 10:17:20 am,0.008,305.23,285.52
10/26/2019 10:17:20 am,0.009000000000000001,305.67,284.95
10/26/2019 10:17:20 am,0.01,305.62,284.98
10/26/2019 10:17:20 am,0.011000000000000001,305.37,285.11
10/26/2019 10:17:20 am,0.012,305.83,285.09
10/26/2019 10:17:20 am,0.013000000000000001,305.26,285.44
10/26/2019 10:17:20 am,0.013999999999999999,305.56,285.06
10/26/2019 10:17:20 am,0.015,305.8,284.98
10/26/2019 10:17:20 am,0.016,306.02,285.35
10/26/2019 10:17:20 am,0.017,306.13,285.25
10/26/2019 10:17:20 am,0.018000000000000002,305.92,285.54
10/26/2019 10:17:20 am,0.019,305.46,285.49
10/26/2019 10:17:20 am,0.02,305.97,285.09
10/26/2019 10:17:20 am,0.021,306.35,285.33
10/26/2019 10:17:20 am,0.022000000000000002,305.96,285.3
10/26/2019 10:17:20 am,0.023,305.75,285.27
10/26/2019 10:17:20 am,0.024,305.94,285.22
10/26/2019 10:17:20 am,0.025,306.13,285.03
10/26/2019 10:17:20 am,0.026000000000000002,306.16,285.19
10/26/2019 10:17:20 am,0.027000000000000003,305.59,285.25
10/26/2019 10:17:20 am,0.027999999999999997,305.75,284.9
10/26/2019 10:17:20 am,0.028999999999999998,306.08,285.09
10/26/2019 10:17:20 am,0.03,306.13,284.65
10/26/2019 10:17:20 am,0.031,306.32,285.03
10/26/2019 10:17:20 am,0.032,305.75,285.38
10/26/2019 10:17:20 am,0.033,305.61,285.3
10/26/2019 10:17:20 am,0.034,305.94,284.57
10/26/2019 10:17:20 am,0.035,305.8,284.73
10/26/2019 10:17:20 am,0.036000000000000004,306.48,284.44
10/26/2019 10:17:20 am,0.037000000000000005,305.86,284.6
10/26/2019 10:17:20 am,0.038,305.86,284.44
10/26/2019 10:17:20 am,0.039,305.99,284.55
10/26/2019 10:17:20 am,0.04,306.32,284.82
10/26/2019 10:17:20 am,0.040999999999999995,305.94,284.76
10/26/2019 10:17:20 am,0.042,305.69,284.44
10/26/2019 10:17:20 am,0.043,305.78,284.36
10/26/2019 10:17:20 am,0.044000000000000004,306.1,284.63
10/26/2019 10:17:20 am,0.045,305.58,284.87
10/26/2019 10:17:20 am,0.046,305.53,284.68
10/26/2019 10:17:20 am,0.047,305.77,284.68
10/26/2019 10:17:20 am,0.048,305.56,284.55
10/26/2019 10:17:20 am,0.049,306.1,285.09
10/26/2019 10:17:20 am,0.05,305.53,285.09
10/26/2019 10:17:20 am,0.051,306.02,284.68
10/26/2019 10:17:20 am,0.052000000000000005,306.16,284.98
10/26/2019 10:17:20 am,0.053,306.1,284.98
10/26/2019 10:17:20 am,0.054000000000000006,305.69,284.98
10/26/2019 10:17:20 am,0.055,306.13,285.36
10/26/2019 10:17:20 am,0.055999999999999994,306.34,285.33
10/26/2019 10:17:20 am,0.057,306.07,285.52
10/26/2019 10:17:20 am,0.057999999999999996,306.02,285.54
10/26/2019 10:17:20 am,0.059000000000000004,306.37,285.57
10/26/2019 10:17:20 am,0.06,306.67,286.22
10/26/2019 10:17:20 am,0.061,306.67,285.92
10/26/2019 10:17:20 am,0.062,306.56,286.25
10/26/2019 10:17:20 am,0.063,306.97,285.92
10/26/2019 10:17:20 am,0.064,307.46,286.51
10/26/2019 10:17:20 am,0.065,307.19,285.92
10/26/2019 10:17:20 am,0.066,307.41,286.33
10/26/2019 10:17:20 am,0.067,306.92,286.84
10/26/2019 10:17:20 am,0.068,307.27,286.87
10/26/2019 10:17:20 am,0.069,307.52,286.84
10/26/2019 10:17:20 am,0.07,307.46,286.87
10/26/2019 10:17:20 am,0.071,307.3,286.89
10/26/2019 10:17:20 am,0.07200000000000001,307.9,287.03
10/26/2019 10:17:20 am,0.073,308.01,286.97
10/26/2019 10:17:20 am,0.07400000000000001,308.25,286.81
10/26/2019 10:17:20 am,0.075,308.09,287.11
10/26/2019 10:17:20 am,0.076,308.12,287.73
10/26/2019 10:17:20 am,0.077,308.14,287.54
10/26/2019 10:17:20 am,0.078,308.14,287.57
10/26/2019 10:17:20 am,0.079,308.14,287.7
