Date and Time,Time (s),Vertical Force A (N),Vertical Force B (N)
10/26/2019 10:54:22 am,0.0,316.1,286.78
10/26/2019 10:54:22 am,0.001,315.81,286.97
10/26/2019 10:54:22 am,0.002,315.92,287.05
10/26/2019 10:54:22 am,0.003,316.16,286.65
10/26/2019 10:54:22 am,0.004,315.86,287.0
10/26/2019 10:54:22 am,0.005,316.05,286.78
10/26/2019 10:54:22 am,0.006,316.4,286.32
10/26/2019 10:54:22 am,0.006999999999999999,316.18,286.62
10/26/2019 10:54:22 am,0.008,316.48,287.0
10/26/2019 10:54:22 am,0.009000000000000001,316.4,286.78
10/26/2019 10:54:22 am,0.01,316.37,286.97
10/26/2019 10:54:22 am,0.011000000000000001,316.21,286.7
10/26/2019 10:54:22 am,0.012,316.7,286.7
10/26/2019 10:54:22 am,0.013000000000000001,316.83,286.62
10/26/2019 10:54:22 am,0.013999999999999999,317.02,286.57
10/26/2019 10:54:22 am,0.015,317.07,286.32
10/26/2019 10:54:22 am,0.016,317.42,286.41
10/26/2019 10:54:22 am,0.017,317.05,286.21
10/26/2019 10:54:22 am,0.018000000000000002,317.59,286.24
10/26/2019 10:54:22 am,0.019,317.86,286.19
10/26/2019 10:54:22 am,0.02,317.96,286.05
10/26/2019 10:54:22 am,0.021,318.02,286.13
10/26/2019 10:54:22 am,0.022000000000000002,317.56,286.57
10/26/2019 10:54:22 am,0.023,317.32,286.27
10/26/2019 10:54:22 am,0.024,317.72,285.86
10/26/2019 10:54:22 am,0.025,317.64,285.56
10/26/2019 10:54:22 am,0.026000000000000002,318.26,285.89
10/26/2019 10:54:22 am,0.027000000000000003,318.02,285.84
10/26/2019 10:54:22 am,0.027999999999999997,317.94,284.88
10/26/2019 10:54:22 am,0.028999999999999998,318.02,285.27
10/26/2019 10:54:22 am,0.03,318.23,285.51
10/26/2019 10:54:22 am,0.031,318.5,284.91
10/26/2019 10:54:22 am,0.032,318.31,285.21
10/26/2019 10:54:22 am,0.033,318.75,284.75
10/26/2019 10:54:22 am,0.034,318.85,285.1
10/26/2019 10:54:22 am,0.035,318.47,284.69
10/26/2019 10:54:22 am,0.036000000000000004,318.72,284.67
10/26/2019 10:54:22 am,0.037000000000000005,318.5,284.48
10/26/2019 10:54:22 am,0.038,319.04,284.61
10/26/2019 10:54:22 am,0.039,318.91,284.53
10/26/2019 10:54:22 am,0.04,319.02,284.53
10/26/2019 10:54:22 am,0.040999999999999995,319.42,284.51
10/26/2019 10:54:22 am,0.042,319.37,283.85
10/26/2019 10:54:22 am,0.043,319.34,283.69
