Date and Time,Time (s),Vertical Force A (N),Vertical Force B (N)
10/26/2019 09:54:57 am,0.0,425.31,284.96
10/26/2019 09:54:57 am,0.001,425.39,285.64
10/26/2019 09:54:57 am,0.002,425.3,286.15
10/26/2019 09:54:57 am,0.003,425.3,286.12
10/26/2019 09:54:57 am,0.004,424.9,286.69
10/26/2019 09:54:57 am,0.005,424.9,287.09
10/26/2019 09:54:57 am,0.006,424.66,287.28
10/26/2019 09:54:57 am,0.006999999999999999,424.93,287.85
10/26/2019 09:54:57 am,0.008,424.96,288.04
10/26/2019 09:54:57 am,0.009000000000000001,424.34,288.82
10/26/2019 09:54:57 am,0.01,425.25,289.58
10/26/2019 09:54:57 am,0.011000000000000001,424.39,289.09
10/26/2019 09:54:57 am,0.012,424.61,289.87
10/26/2019 09:54:57 am,0.013000000000000001,424.42,290.33
10/26/2019 09:54:57 am,0.013999999999999999,423.77,291.25
10/26/2019 09:54:57 am,0.015,424.15,291.22
10/26/2019 09:54:57 am,0.016,424.04,291.11
10/26/2019 09:54:57 am,0.017,423.5,292.09
10/26/2019 09:54:57 am,0.018000000000000002,424.04,292.52
10/26/2019 09:54:57 am,0.019,423.39,293.49
10/26/2019 09:54:57 am,0.02,423.28,294.22
10/26/2019 09:54:57 am,0.021,423.82,294.3
10/26/2019 09:54:57 am,0.022000000000000002,423.36,294.68
10/26/2019 09:54:57 am,0.023,423.15,295.38
10/26/2019 09:54:57 am,0.024,422.77,295.93
10/26/2019 09:54:57 am,0.025,423.15,296.25
10/26/2019 09:54:57 am,0.026000000000000002,422.74,296.7
10/26/2019 09:54:57 am,0.027000000000000003,422.31,296.81
10/26/2019 09:54:57 am,0.027999999999999997,422.5,297.57
10/26/2019 09:54:57 am,0.028999999999999998,422.5,298.16
10/26/2019 09:54:57 am,0.03,421.55,298.95
10/26/2019 09:54:57 am,0.031,421.55,299.97
10/26/2019 09:54:57 am,0.032,421.45,300.41
10/26/2019 09:54:57 am,0.033,421.67,300.24
10/26/2019 09:54:57 am,0.034,421.18,300.81
10/26/2019 09:54:57 am,0.035,420.66,301.76
10/26/2019 09:54:57 am,0.036000000000000004,420.64,302.05
10/26/2019 09:54:57 am,0.037000000000000005,420.66,302.6
10/26/2019 09:54:57 am,0.038,420.23,303.33
10/26/2019 09:54:57 am,0.039,419.77,303.6
10/26/2019 09:54:57 am,0.04,420.1,304.03
10/26/2019 09:54:57 am,0.040999999999999995,419.59,304.62
10/26/2019 09:54:57 am,0.042,419.34,305.62
10/26/2019 09:54:57 am,0.043,418.91,305.7
10/26/2019 09:54:57 am,0.044000000000000004,419.18,306.03
10/26/2019 09:54:57 am,0.045,418.8,306.84
10/26/2019 09:54:57 am,0.046,418.16,307.11
10/26/2019 09:54:57 am,0.047,417.99,307.49
10/26/2019 09:54:57 am,0.048,417.78,307.59
10/26/2019 09:54:57 am,0.049,417.7,308.25
10/26/2019 09:54:57 am,0.05,417.13,308.16
10/26/2019 09:54:57 am,0.051,416.91,308.73
10/26/2019 09:54:57 am,0.052000000000000005,416.45,309.28
10/26/2019 09:54:57 am,0.053,416.86,309.68
10/26/2019 09:54:57 am,0.054000000000000006,416.1,309.54
10/26/2019 09:54:57 am,0.055,415.75,309.92
10/26/2019 09:54:57 am,0.055999999999999994,415.81,310.38
10/26/2019 09:54:57 am,0.057,415.62,310.43
10/26/2019 09:54:57 am,0.057999999999999996,415.1,310.83
10/26/2019 09:54:57 am,0.059000000000000004,414.57,311.43
10/26/2019 09:54:57 am,0.06,414.4,311.32
10/26/2019 09:54:57 am,0.061,414.02,311.24
10/26/2019 09:54:57 am,0.062,413.81,311.86
10/26/2019 09:54:57 am,0.063,413.78,311.46
10/26/2019 09:54:57 am,0.064,413.03,312.13
10/26/2019 09:54:57 am,0.065,413.0,312.02
10/26/2019 09:54:57 am,0.066,412.59,312.32
10/26/2019 09:54:57 am,0.067,411.98,313.05
10/26/2019 09:54:57 am,0.068,411.7,312.62
10/26/2019 09:54:57 am,0.069,411.86,313.03
10/26/2019 09:54:57 am,0.07,410.97,312.97
10/26/2019 09:54:57 am,0.071,410.87,313.35
10/26/2019 09:54:57 am,0.07200000000000001,410.7,313.51
10/26/2019 09:54:57 am,0.073,410.22,313.57
10/26/2019 09:54:57 am,0.07400000000000001,409.95,313.24
10/26/2019 09:54:57 am,0.075,409.62,313.13
10/26/2019 09:54:57 am,0.076,409.17,313.67
10/26/2019 09:54:57 am,0.077,408.79,314.06
10/26/2019 09:54:57 am,0.078,408.62,313.89
10/26/2019 09:54:57 am,0.079,408.25,314.27
10/26/2019 09:54:57 am,0.08,407.41,314.08
10/26/2019 09:54:57 am,0.081,407.38,314.27
10/26/2019 09:54:57 am,0.08199999999999999,407.03,314.32
10/26/2019 09:54:57 am,0.083,406.52,313.94
10/26/2019 09:54:57 am,0.084,406.22,314.32
10/26/2019 09:54:57 am,0.085,405.77,314.29
10/26/2019 09:54:57 am,0.086,404.85,314.54
10/26/2019 09:54:57 am,0.087,405.25,314.4
10/26/2019 09:54:57 am,0.08800000000000001,404.47,314.78
10/26/2019 09:54:57 am,0.08900000000000001,403.93,315.02
10/26/2019 09:54:57 am,0.09,403.98,314.97
10/26/2019 09:54:57 am,0.091,403.55,314.92
10/26/2019 09:54:57 am,0.092,402.99,315.24
10/26/2019 09:54:57 am,0.09300000000000001,402.44,315.02
10/26/2019 09:54:57 am,0.094,402.77,314.83
10/26/2019 09:54:57 am,0.095,402.07,314.86
10/26/2019 09:54:57 am,0.096,402.12,315.13
10/26/2019 09:54:57 am,0.09699999999999999,401.61,315.53
10/26/2019 09:54:57 am,0.098,400.99,315.53
10/26/2019 09:54:57 am,0.099,401.18,315.18
10/26/2019 09:54:57 am,0.1,400.61,315.7
10/26/2019 09:54:57 am,0.10099999999999999,400.8,315.59
10/26/2019 09:54:57 am,0.102,400.77,316.02
10/26/2019 09:54:57 am,0.10300000000000001,400.56,316.05
10/26/2019 09:54:57 am,0.10400000000000001,400.07,316.57
10/26/2019 09:54:57 am,0.105,400.07,316.59
10/26/2019 09:54:57 am,0.106,400.18,316.48
10/26/2019 09:54:57 am,0.107,400.13,316.8
10/26/2019 09:54:57 am,0.10800000000000001,400.02,317.1
10/26/2019 09:54:57 am,0.109,400.51,316.88
10/26/2019 09:54:57 am,0.11,399.51,317.1
10/26/2019 09:54:57 am,0.111,399.72,317.77
10/26/2019 09:54:57 am,0.11199999999999999,400.37,317.78
10/26/2019 09:54:57 am,0.113,399.81,318.18
10/26/2019 09:54:57 am,0.114,400.08,318.02
10/26/2019 09:54:57 am,0.115,400.45,318.32
10/26/2019 09:54:57 am,0.11599999999999999,400.35,318.72
10/26/2019 09:54:57 am,0.11699999999999999,400.05,318.91
10/26/2019 09:54:57 am,0.11800000000000001,400.64,318.72
10/26/2019 09:54:57 am,0.11900000000000001,401.02,319.29
10/26/2019 09:54:57 am,0.12,400.27,319.42
10/26/2019 09:54:57 am,0.121,400.89,319.59
10/26/2019 09:54:57 am,0.122,401.02,319.96
10/26/2019 09:54:57 am,0.12300000000000001,401.16,320.15
10/26/2019 09:54:57 am,0.124,400.62,320.59
10/26/2019 09:54:57 am,0.125,401.48,320.96
10/26/2019 09:54:57 am,0.126,401.05,320.85
10/26/2019 09:54:57 am,0.127,401.0,320.99
10/26/2019 09:54:57 am,0.128,401.46,321.39
10/26/2019 09:54:57 am,0.129,401.21,321.88
10/26/2019 09:54:57 am,0.13,401.21,322.21
10/26/2019 09:54:57 am,0.131,401.1,322.42
10/26/2019 09:54:57 am,0.132,400.81,322.64
10/26/2019 09:54:57 am,0.133,401.54,322.83
10/26/2019 09:54:57 am,0.134,400.62,322.96
10/26/2019 09:54:57 am,0.135,401.05,322.48
10/26/2019 09:54:57 am,0.136,400.7,323.72
10/26/2019 09:54:57 am,0.13699999999999998,400.81,323.8
10/26/2019 09:54:57 am,0.138,400.75,324.07
10/26/2019 09:54:57 am,0.139,400.1,324.1
10/26/2019 09:54:57 am,0.14,400.54,324.26
10/26/2019 09:54:57 am,0.141,399.94,324.9
10/26/2019 09:54:57 am,0.142,399.86,324.83
10/26/2019 09:54:57 am,0.14300000000000002,399.7,325.34
10/26/2019 09:54:57 am,0.14400000000000002,399.59,325.12
10/26/2019 09:54:57 am,0.145,399.54,325.47
10/26/2019 09:54:57 am,0.146,399.16,325.83
10/26/2019 09:54:57 am,0.147,399.48,326.04
10/26/2019 09:54:57 am,0.14800000000000002,399.0,326.69
10/26/2019 09:54:57 am,0.149,398.97,326.77
10/26/2019 09:54:57 am,0.15,398.05,326.77
10/26/2019 09:54:57 am,0.151,398.27,326.88
10/26/2019 09:54:57 am,0.152,398.29,327.04
10/26/2019 09:54:57 am,0.153,397.81,327.04
10/26/2019 09:54:57 am,0.154,397.48,327.57
10/26/2019 09:54:57 am,0.155,397.02,327.26
10/26/2019 09:54:57 am,0.156,397.19,327.45
10/26/2019 09:54:57 am,0.157,397.13,327.37
10/26/2019 09:54:57 am,0.158,396.62,327.82
10/26/2019 09:54:57 am,0.159,396.21,328.2
10/26/2019 09:54:57 am,0.16,395.73,328.39
10/26/2019 09:54:57 am,0.161,395.86,328.34
10/26/2019 09:54:57 am,0.162,395.89,328.69
10/26/2019 09:54:57 am,0.163,395.13,328.79
10/26/2019 09:54:57 am,0.16399999999999998,395.11,328.71
10/26/2019 09:54:57 am,0.165,394.49,329.09
10/26/2019 09:54:57 am,0.166,394.3,328.93
10/26/2019 09:54:57 am,0.16699999999999998,394.16,328.96
10/26/2019 09:54:57 am,0.168,394.21,329.23
10/26/2019 09:54:57 am,0.16899999999999998,393.89,329.15
10/26/2019 09:54:57 am,0.17,393.62,329.3
10/26/2019 09:54:57 am,0.171,393.19,329.55
10/26/2019 09:54:57 am,0.172,392.92,329.6
10/26/2019 09:54:57 am,0.17300000000000001,392.62,329.55
10/26/2019 09:54:57 am,0.174,392.14,329.63
10/26/2019 09:54:57 am,0.175,391.43,329.52
10/26/2019 09:54:57 am,0.17600000000000002,391.62,329.66
10/26/2019 09:54:57 am,0.177,391.41,330.2
10/26/2019 09:54:57 am,0.17800000000000002,391.19,329.88
10/26/2019 09:54:57 am,0.179,390.7,330.31
10/26/2019 09:54:57 am,0.18,390.3,330.41
10/26/2019 09:54:57 am,0.18100000000000002,390.73,330.39
10/26/2019 09:54:57 am,0.182,390.38,330.5
10/26/2019 09:54:57 am,0.183,389.84,330.31
10/26/2019 09:54:57 am,0.184,389.49,330.85
10/26/2019 09:54:57 am,0.185,389.7,330.47
10/26/2019 09:54:57 am,0.18600000000000003,389.22,330.44
10/26/2019 09:54:57 am,0.187,388.81,330.87
10/26/2019 09:54:57 am,0.188,388.49,331.01
10/26/2019 09:54:57 am,0.18899999999999997,388.41,331.01
10/26/2019 09:54:57 am,0.19,388.57,330.8
10/26/2019 09:54:57 am,0.191,388.03,330.74
10/26/2019 09:54:57 am,0.192,387.68,331.04
10/26/2019 09:54:57 am,0.193,387.33,331.66
10/26/2019 09:54:57 am,0.19399999999999998,387.11,331.3
10/26/2019 09:54:57 am,0.195,387.11,331.5
10/26/2019 09:54:57 am,0.196,386.82,331.28
10/26/2019 09:54:57 am,0.19699999999999998,386.55,331.12
10/26/2019 09:54:57 am,0.198,386.17,330.95
10/26/2019 09:54:57 am,0.19899999999999998,386.09,331.12
10/26/2019 09:54:57 am,0.2,385.55,331.39
10/26/2019 09:54:57 am,0.201,385.39,331.55
10/26/2019 09:54:57 am,0.20199999999999999,385.25,331.3
10/26/2019 09:54:57 am,0.203,385.2,331.39
10/26/2019 09:54:57 am,0.204,385.33,331.57
10/26/2019 09:54:57 am,0.205,384.28,331.6
10/26/2019 09:54:57 am,0.20600000000000002,383.98,331.58
10/26/2019 09:54:57 am,0.207,384.15,331.65
10/26/2019 09:54:57 am,0.20800000000000002,383.66,331.39
10/26/2019 09:54:57 am,0.209,383.61,331.65
10/26/2019 09:54:57 am,0.21,383.47,331.63
10/26/2019 09:54:57 am,0.21100000000000002,383.09,331.73
10/26/2019 09:54:57 am,0.212,382.61,331.41
10/26/2019 09:54:57 am,0.213,382.18,331.6
10/26/2019 09:54:57 am,0.214,382.64,331.79
10/26/2019 09:54:57 am,0.215,381.99,331.76
